psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfFlux_u,psfFlux_g,psfFlux_r,psfFlux_i,psfFlux_z,cModelFlux_u,cModelFlux_g,cModelFlux_r,cModelFlux_i,cModelFlux_z,spectroFlux_u,spectroFlux_g,spectroFlux_r,spectroFlux_i,spectroFlux_z,petromag_u,petromag_g,petromag_r,petromag_i,petromag_z,class
21.76412,19.80868,18.61553,18.12555,17.68849,1.959524,11.92619,35.79168,56.20505,84.05664,5.169324,38.35406,109.358,166.249,238.5243,4.821249,14.81989,49.18518,78.38646,108.9516,21.76057,18.64205,17.46211,17.0049,16.64275,GALAXY
19.05115,17.79964,17.23305,17.02568,16.94618,23.96207,75.88295,127.8738,154.7849,166.54,23.62205,77.31631,126.0449,154.5565,164.8498,40.98547,80.45975,132.9477,166.8812,184.4716,19.08572,17.81827,17.29852,17.08807,17.01012,STAR
20.62754,19.50291,19.24554,18.94322,18.50664,5.606768,15.80605,20.03396,26.46631,39.55434,23.71798,83.10172,128.0155,170.6917,181.1537,11.12185,22.14051,36.92821,49.20845,60.43379,19.35564,17.78761,17.27308,16.94418,16.94837,GALAXY
21.27209,19.69879,18.79453,18.44691,18.08975,3.09225,13.19661,30.3515,41.80493,58.08057,9.402243,49.66601,102.3427,147.5387,173.7973,4.607708,17.38946,42.16667,61.59593,81.00623,20.24134,18.44391,17.61599,17.21589,17.05222,GALAXY
19.5922,19.36317,19.19589,19.06984,18.97583,14.5573,17.97709,20.97142,23.55268,25.66296,14.55976,18.30588,21.34058,23.49307,25.14947,18.18927,19.90035,23.70263,26.44935,28.12863,19.62616,19.42241,19.24984,19.11426,19.1205,QSO
24.33648,21.49796,19.73508,19.19367,18.76629,0.07787203,2.51338,12.76226,21.01357,31.13428,3.176036,8.486093,33.10836,56.56954,69.56007,0.6577677,3.181773,17.48686,31.31229,46.50482,21.35285,20.32665,18.74408,18.1473,17.90139,GALAXY
20.94773,18.97015,18.09491,17.68211,17.24341,4.172719,25.81862,57.8143,84.55797,126.655,6.274462,42.561,105.0054,157.0724,207.2597,9.058266,29.29874,74.37328,107.6602,144.4289,20.56538,18.51324,17.50159,17.06168,16.74613,GALAXY
25.59347,22.05787,20.23467,19.74215,19.18388,-0.2806752,1.497243,8.054461,12.67809,21.17969,-0.3743856,7.905046,32.46585,52.7245,70.71097,0.1240908,1.925629,11.64169,20.70724,30.39281,26.67991,20.45514,18.86519,18.26345,17.87474,GALAXY
21.72498,20.52851,19.62824,19.12976,18.68392,2.032173,6.144753,14.08227,22.28791,33.59088,8.835547,42.85364,88.25784,131.5853,180.045,3.627072,10.48235,24.87489,39.04858,54.42226,20.60381,18.55649,17.69045,17.30851,16.93631,GALAXY
22.05685,19.89232,18.69358,18.31822,17.8332,1.491004,11.04189,33.30911,47.06586,73.56567,3.094882,28.03937,78.2833,117.9566,153.9398,4.80524,14.51895,44.75788,70.24879,96.44989,21.6136,18.99697,17.83767,17.36906,17.06557,GALAXY
18.86852,17.64774,17.13659,16.92276,16.81444,28.35193,87.27792,139.7543,170.1745,188.0253,28.29516,88.37292,139.8709,170.3941,186.9115,45.75863,87.86639,142.3702,173.2393,193.8232,18.91615,17.67818,17.19448,16.98188,16.87752,STAR
21.76448,20.87603,20.3343,20.20349,19.87049,1.95887,4.460796,7.347918,8.28701,11.21823,19.32336,46.76389,75.61258,95.82342,106.219,3.373345,7.555173,13.47921,17.56378,23.11164,19.56821,18.40341,17.86624,17.6118,17.59,GALAXY
19.72271,18.8807,18.78991,18.57634,18.56657,12.90816,28.03606,30.48099,37.10674,37.42847,15.03902,28.78956,30.67326,37.55709,38.15065,33.123,35.28339,35.47364,42.03081,43.64725,19.56973,18.9003,18.85067,18.63884,18.65199,QSO
20.7627,19.60394,18.74762,18.38156,18.13686,4.949608,14.4014,31.69185,44.39856,55.61326,43.28697,134.175,236.3189,334.1344,408.3496,9.770018,25.13324,52.05427,75.55092,98.50531,18.40621,17.22946,16.63267,16.27079,16.11245,GALAXY
20.9857,18.96651,18.03429,17.71418,17.28616,4.028996,25.9053,61.13385,82.09648,121.7639,20.54772,123.6835,290.621,448.8367,579.6992,9.477776,35.5312,93.03555,139.4153,189.4989,19.35614,17.40048,16.45587,16.00365,15.72419,GALAXY
20.48468,18.48786,17.55248,17.22442,16.7965,6.396187,40.25813,95.28114,128.8935,191.158,48.28119,282.5078,673.5932,1011.178,1370.086,16.91284,59.36786,153.4965,230.2524,315.4736,18.48843,16.49666,15.5437,15.09853,14.76347,GALAXY
20.68468,19.12327,18.58781,18.16709,17.75141,5.318953,22.42252,36.7174,54.09518,79.32256,68.8809,240.9418,445.3564,631.6593,813.3962,12.32704,31.36225,69.56667,105.0186,141.5502,18.03381,16.67453,16.00219,15.63787,15.44702,GALAXY
23.58946,21.50837,20.08128,19.45945,18.86555,0.3131599,2.489358,9.277146,16.45014,28.41086,0.280701,6.379556,29.01052,55.53836,79.70174,0.8399981,1.978818,15.02445,27.58069,39.87329,25.26284,20.49416,18.83039,18.08801,17.72226,GALAXY
21.28696,19.69941,19.04218,18.79033,18.38886,3.05003,13.18917,24.16112,30.46871,44.0895,24.05178,85.18264,149.2952,220.073,267.0949,7.756269,18.83179,41.80415,61.49986,78.95845,19.0731,17.74899,17.11145,16.71979,16.56034,GALAXY
19.55784,17.55606,16.66503,16.30548,15.89238,15.0254,94.96734,215.7685,300.4738,439.5877,98.83076,594.868,1469.745,2316.492,2742.459,41.40838,140.76,347.1566,522.8655,705.732,17.50076,15.61232,14.64956,14.16201,13.90151,GALAXY
21.60291,19.99458,19.07157,18.50041,17.96537,2.276149,10.04929,23.51579,39.79503,65.13194,28.79776,54.1992,126.8307,199.9453,275.4731,3.606855,11.88061,36.82312,60.18484,85.33186,19.76442,18.4344,17.41728,16.9222,16.59306,GALAXY
20.00031,19.16251,18.84813,18.71199,18.62985,9.995147,21.62655,28.8894,32.74842,35.3076,9.802195,21.96234,28.80606,32.17946,37.55273,15.53146,22.22788,28.77851,30.46841,30.59972,20.05392,19.21325,18.91144,18.79373,18.65412,STAR
21.16613,19.66621,19.11779,19.02242,18.66639,3.410497,13.59863,22.53576,24.60419,34.13827,19.53886,65.3722,109.5375,144.648,189.5179,11.97708,22.78464,40.40084,55.10907,68.69139,19.34952,17.98282,17.41664,17.12191,16.85091,GALAXY
21.23909,19.55848,18.61723,18.23715,17.79233,3.188065,15.01733,35.73593,50.71462,76.38847,55.62771,173.2221,301.0591,437.3796,485.7153,6.150321,21.7326,57.38558,87.99107,120.5713,18.63023,17.21644,16.47808,16.0936,16.06182,GALAXY
20.95005,19.70222,19.12106,18.70744,18.28522,4.163813,13.15506,22.46787,32.88615,48.50791,17.62469,76.73048,136.3255,195.248,270.2504,8.433945,18.13542,38.23996,56.57753,76.24969,19.52838,17.85922,17.17523,16.82184,16.43186,GALAXY
19.8174,18.81241,18.58652,18.45465,18.30967,11.82987,29.85602,36.76112,41.50804,47.42719,31.85991,86.63943,124.5089,158.7259,176.8589,23.12406,44.99778,62.18937,78.44878,81.46227,18.75671,17.67595,17.30618,17.05324,16.94393,GALAXY
20.94363,19.84775,19.47141,19.41809,19.12408,4.188557,11.50462,16.27091,17.08896,22.38174,27.24703,75.39953,111.2209,139.7031,153.9749,16.94795,23.37881,35.33553,43.37391,50.47567,18.9752,17.87518,17.42319,17.18681,17.13043,GALAXY
21.43016,19.97931,19.33838,19.19478,18.90276,2.671456,10.19159,18.39211,20.99206,27.45246,21.88995,71.76226,119.2446,163.5682,193.244,7.152847,17.25665,33.71198,48.16133,59.37559,19.08197,17.90118,17.36591,16.99997,16.85856,GALAXY
20.37077,18.51381,17.60017,17.22309,16.79586,7.104356,39.30738,91.18649,129.0521,191.2716,30.13603,140.2472,305.3239,445.3343,591.1486,15.64063,53.52566,133.0383,202.9206,271.7163,18.94499,17.25798,16.35983,15.94359,15.61785,GALAXY
21.44549,19.52662,18.56993,18.06724,17.6733,2.633787,15.46461,37.32708,59.30596,85.24094,11.455,45.52977,136.297,213.657,292.1093,6.076609,19.71858,62.14774,94.81981,124.1851,20.22371,18.41207,17.21878,16.75242,16.38913,GALAXY
21.61106,20.29673,19.54275,19.21351,18.92938,2.259009,7.607615,15.23602,20.63298,26.78653,29.25068,111.8848,195.9745,278.2398,344.2043,5.142277,11.77949,23.23436,31.72696,37.80006,19.30108,17.51557,16.92464,16.59289,16.45119,GALAXY
21.03251,19.45177,18.49034,18.17299,17.79684,3.858569,16.56832,40.16612,53.8023,76.07153,15.33957,75.80035,163.8023,228.1609,327.173,8.508386,24.68824,54.79916,76.35696,96.50636,19.85557,17.96796,17.09632,16.75331,16.38104,GALAXY
20.54541,18.7835,17.71023,17.17543,16.76059,6.047878,30.66175,82.396,134.8421,197.5862,40.0699,213.7576,524.4153,790.5622,1088.509,12.53504,45.53956,123.2486,202.3837,269.8547,18.75541,16.84695,15.86244,15.37516,15.02683,QSO
21.1683,20.12792,19.28852,19.00268,18.52944,3.403672,8.887672,19.25644,25.05557,38.73169,15.52557,45.51101,81.82043,105.8177,145.117,5.920988,15.05267,29.6594,39.96409,47.11328,19.59311,18.39453,17.76524,17.47957,17.22748,GALAXY
20.36481,19.9659,19.36533,19.02385,18.80116,7.14344,10.31825,17.94107,24.57187,30.1491,8.626119,19.47804,36.10272,54.85819,57.4761,7.479681,12.00465,23.66505,33.36728,38.7971,20.20548,19.35281,18.66885,18.25621,18.20266,QSO
23.90718,21.9016,20.40932,19.68931,19.28995,0.2019728,1.73057,6.857061,13.31052,19.20331,0.6220982,3.76682,20.87732,34.8981,49.53408,0.7479453,1.529571,9.371482,16.97372,22.42352,20.49346,21.47486,19.11712,18.46638,18.29737,GALAXY
22.05583,20.01949,18.70966,18.1986,17.81137,1.492437,9.82128,32.81935,52.54766,75.05997,3.716108,33.98125,115.5065,180.4135,244.1808,3.447978,12.40312,45.90249,75.08392,102.2075,21.36494,18.71766,17.38441,16.90861,16.54376,GALAXY
20.66429,18.58566,17.8189,17.44877,16.97398,5.419932,36.79032,74.54836,104.8314,162.3303,13.39195,78.1588,187.0284,266.9669,333.4257,12.22066,40.38943,103.2895,150.7938,200.3054,19.78165,17.80972,16.82965,16.43861,16.13656,GALAXY
21.50558,19.60456,18.53484,18.06759,17.5796,2.491164,14.39333,38.55315,59.28678,92.925,13.03543,26.7729,84.73434,132.3364,175.731,5.136152,15.72535,51.88358,81.62511,109.4948,20.33827,18.96417,17.67004,17.19495,16.85764,GALAXY
21.19274,19.14426,18.38572,18.02101,17.44571,3.327638,21.9933,44.22925,61.88597,105.1217,32.78752,148.4247,391.8486,583.1343,703.3973,8.421027,25.94223,68.09559,101.7992,138.2397,19.20422,17.2868,16.1559,15.73267,15.51457,GALAXY
19.75197,17.90421,16.85908,16.43411,15.9691,12.5649,68.9155,180.4543,266.9039,409.5987,96.27753,562.5295,1310.761,2010.102,2636.773,29.80857,107.891,270.1547,419.6285,576.2575,17.729,15.78901,14.84838,14.39502,14.09109,GALAXY
23.65018,21.70804,19.87403,19.2145,18.73081,0.290142,2.06997,11.2289,20.61424,32.1697,0.2949511,6.10749,36.22915,64.53974,94.91875,0.6893735,2.516804,15.19557,29.15625,41.25211,27.29567,21.79668,18.52329,17.85738,17.52039,GALAXY
20.89164,20.22278,19.55255,19.27509,19.13114,4.394462,8.143963,15.09911,19.49509,22.23629,18.91935,53.46946,79.5863,110.1896,114.267,7.452687,15.34206,25.01385,33.74054,36.997,19.3715,18.22592,17.8044,17.42387,17.46519,GALAXY
20.31049,18.38147,17.6211,17.23483,16.76913,7.510229,44.40281,89.44565,127.6632,196.0381,36.99963,169.7731,374.3697,561.2749,708.7245,15.29042,51.48851,126.0078,185.1926,243.3651,18.76791,16.96189,16.06254,15.61413,15.36263,GALAXY
21.48503,19.83898,19.35171,18.95862,18.44014,2.539057,11.59796,18.16762,26.09335,42.05441,25.89786,92.88543,180.2718,264.8597,346.4154,6.122103,14.4987,34.10838,51.50223,65.73128,19.18559,17.65849,16.9067,16.51604,16.2343,GALAXY
21.4291,19.38946,18.34146,17.97038,17.55537,2.674073,17.54712,46.06964,64.84021,95.02242,12.24235,59.89478,161.3909,232.7873,320.1161,7.950058,23.20345,65.23422,98.62766,135.3655,20.16276,18.06841,16.99067,16.58247,16.24639,GALAXY
20.77442,18.65849,17.82706,17.40763,16.93084,4.896397,34.40341,73.99033,108.8797,168.9098,11.18911,64.88744,155.686,227.6044,301.489,9.832453,38.75036,100.1928,150.8636,202.3531,20.01836,18.05526,17.0673,16.64133,16.32304,GALAXY
21.33425,19.74022,18.75739,18.31166,17.85785,2.919477,12.70259,31.40792,47.35117,71.9142,15.56949,47.70848,109.3435,161.455,212.9804,5.800524,17.20143,44.64697,69.42362,93.43598,20.0539,18.50639,17.56887,17.12642,16.78812,GALAXY
22.41477,21.39413,19.93401,19.2707,18.77855,1.063541,2.766241,10.62526,19.5742,30.78442,2.498669,8.086931,35.01967,58.85502,78.38205,1.327472,3.732998,17.59862,32.51151,45.00418,23.03109,20.3318,18.75369,18.10067,17.77162,GALAXY
20.89432,18.80009,17.85291,17.50432,17.1058,4.383586,30.19687,72.24933,99.60233,143.7706,18.08334,92.337,212.584,324.0159,453.926,11.39293,40.24749,104.4286,158.3044,210.5714,19.57627,17.71513,16.78019,16.33057,15.95998,GALAXY
19.31793,17.72783,17.12546,16.87848,16.82337,18.74145,81.07138,141.1944,177.2578,186.4854,18.76152,81.50077,142.2815,175.5315,186.2455,25.72826,82.0939,146.6832,178.0345,194.6285,19.31723,17.7784,17.16552,16.9432,16.88725,STAR
20.57414,18.59885,17.87345,17.48342,17.08971,5.88976,36.34617,70.89573,101.5389,145.917,21.19624,136.6891,315.3961,456.0691,589.3084,14.90757,49.49171,122.0631,181.511,240.0293,19.2855,17.30562,16.36707,15.96558,15.69291,GALAXY
21.20539,19.06987,18.31897,17.92565,17.4784,3.288963,23.55298,47.03369,67.56715,102.0037,35.74913,185.3627,428.5081,626.3247,843.4969,9.472921,32.97205,87.53823,135.6741,183.5793,18.79309,17.00559,16.06126,15.65689,15.39378,GALAXY
20.30962,18.89175,18.37996,18.1488,17.81226,7.516268,27.75207,44.46437,55.0144,74.99872,92.84885,367.9939,599.6813,826.6814,1047.206,24.12079,46.53074,85.26887,121.4268,152.3609,17.65363,16.10154,15.57918,15.25781,15.08487,GALAXY
21.4568,19.29239,18.43467,17.90843,17.39351,2.606341,19.18825,42.27957,68.6477,110.3003,15.19609,96.59573,275.6573,447.9555,593.2221,8.37458,27.9659,82.16228,137.5142,197.9253,19.73351,17.6674,16.55021,16.03121,15.72331,GALAXY
20.84572,18.69852,17.88598,17.4025,16.98489,4.584653,33.15807,70.08171,109.3949,160.7068,17.96189,95.67385,235.8396,357.7404,508.493,11.45662,38.44414,101.2754,158.0685,217.7355,19.5918,17.66052,16.67448,16.20163,15.81379,GALAXY
20.19336,18.46823,17.83991,17.40073,16.94337,8.366299,40.99259,73.11945,109.5733,166.9725,70.02431,305.1309,582.6119,870.9275,1206.399,21.31506,51.72898,121.6717,190.6549,257.9702,17.96058,16.40432,15.66866,15.25656,14.9889,GALAXY
20.56414,18.56509,17.78977,17.35013,16.95522,5.944355,37.49411,76.57545,114.8018,165.1588,18.29969,129.555,300.519,431.0759,516.6833,13.38578,43.92156,109.8249,164.7223,220.1411,19.2912,17.24147,16.32583,15.88397,15.67995,GALAXY
20.20288,18.83571,18.16942,17.84418,17.54413,8.293234,29.22202,53.97946,72.83223,96.01096,29.33566,109.7174,202.1931,296.0219,366.9898,14.98217,39.17116,81.15126,119.625,151.0715,18.92757,17.57346,16.87637,16.46371,16.22124,GALAXY
23.48461,21.56534,20.04173,19.37482,18.99161,0.3552509,2.361752,9.621482,17.78383,25.29213,0.3518552,5.830619,26.17061,43.2971,69.04221,1.068183,2.960248,14.15035,25.72514,34.72344,25.82808,20.57075,18.99077,18.42014,17.92457,GALAXY
20.02045,18.00469,17.24765,16.81602,16.45454,9.811444,62.82346,126.1654,187.7553,261.926,32.25028,164.4705,370.8109,549.6132,717.3132,21.94781,73.72438,179.0236,269.2019,356.985,18.96928,17.09925,16.19566,15.7622,15.45363,GALAXY
21.61599,19.80885,18.96018,18.6331,18.1898,2.248703,11.92441,26.05664,35.21672,52.96584,32.97205,101.6976,196.3596,288.6613,378.2564,7.372224,20.03565,46.96441,72.90324,95.02751,18.73594,17.53007,16.84567,16.44236,16.26693,GALAXY
20.88677,19.04027,18.10908,17.7853,17.39908,4.414246,24.20395,57.06454,76.89119,109.7359,19.81304,102.6031,243.2049,358.499,465.4701,10.87259,33.463,86.49483,129.6597,173.9044,19.4737,17.57965,16.61657,16.19362,15.86564,GALAXY
22.45518,20.67429,20.06125,19.82834,19.43397,1.023334,5.372343,9.449913,11.71008,16.81021,7.840043,36.84768,77.60345,83.5445,112.0048,5.529703,8.524323,17.72295,25.90246,31.91693,20.66774,18.63661,17.80065,17.79389,17.56467,GALAXY
20.50461,18.44538,17.44504,16.91691,16.56693,6.279738,41.86469,105.1923,171.0949,236.1697,22.67195,110.991,278.4674,432.1088,547.1041,13.3013,50.98284,138.9801,218.8077,294.4697,19.24922,17.40285,16.39622,15.91951,15.62485,GALAXY
20.45905,18.74872,18.14034,17.69168,17.17077,6.549088,31.65972,55.44516,83.81609,135.4182,158.0204,511.5011,897.7534,1289.442,1681.505,15.21771,40.8193,93.11127,137.7272,177.05,17.03282,15.91469,15.32235,14.96192,14.74864,GALAXY
20.8991,19.45256,18.8925,18.51693,18.02031,4.364284,16.55625,27.73261,39.19385,61.91737,13.60681,46.99711,92.22871,132.7758,179.7973,7.298087,19.75173,41.33671,59.94386,73.17076,19.73515,18.3565,17.6238,17.23194,16.94142,GALAXY
21.77207,19.60911,18.64988,18.21678,17.85005,1.94509,14.33308,34.67707,51.67514,72.43275,3.667611,34.12799,88.87645,129.1398,184.6826,5.475607,18.17941,47.14328,71.68298,95.67313,21.01619,18.75007,17.73385,17.31869,16.96405,GALAXY
21.87115,20.78095,20.09649,19.59463,19.37283,1.773608,4.86937,9.148112,14.52379,17.7877,14.11029,47.19364,82.388,120.3089,159.707,3.116636,8.007442,16.34264,24.56949,26.24119,19.55194,18.41088,17.70853,17.39605,16.9804,GALAXY
20.69534,18.82277,18.01974,17.59539,17.28424,5.266902,29.5725,61.95844,91.58884,121.9803,19.69605,98.53831,225.9796,327.1974,429.4195,9.866223,34.81766,83.99893,123.0157,157.0002,19.43586,17.64928,16.7492,16.35186,16.05473,GALAXY
18.15204,17.74718,17.63506,17.63652,17.71157,54.85054,79.63926,88.30293,88.1837,82.28779,54.83982,80.85188,87.93436,88.24747,81.83753,69.82117,79.60239,88.08871,86.30104,79.63316,18.21549,17.77569,17.69052,17.70403,17.75587,STAR
20.79614,18.92719,18.20937,17.85054,17.38504,4.79927,26.86089,52.0293,72.40681,111.1645,10.78668,67.31886,153.9919,225.8212,323.4328,9.91964,31.4926,73.89508,107.5392,139.1349,19.81558,18.0319,17.11591,16.70874,16.33506,GALAXY
20.35705,18.88508,18.14582,17.76435,17.41529,7.194764,27.92311,55.16557,78.38929,108.1092,171.2068,483.3982,784.8748,1035.105,1348.638,18.12119,43.73725,93.39342,135.1439,173.0069,16.96867,15.87469,15.36189,15.05804,14.8684,GALAXY
22.32248,21.87744,20.84817,20.45616,20.01171,1.160979,1.769727,4.575461,6.564602,9.837374,1.14189,2.434751,7.420718,10.55506,11.61978,1.889412,2.012451,5.87029,8.607457,9.374524,22.31581,21.83255,20.35381,19.98463,19.9421,GALAXY
19.9879,18.29862,17.65142,17.41414,17.21816,10.11011,47.92357,86.98268,108.2287,129.6344,16.78148,82.7025,161.3761,213.4008,256.7776,21.194,56.61327,108.555,142.7468,172.5894,19.45744,17.71308,17.00771,16.70173,16.51154,GALAXY
20.51381,19.49916,18.8516,18.4737,18.23578,6.226691,15.86072,28.79729,40.78588,50.76874,32.69476,94.35296,167.0788,233.4914,292.0076,9.453376,24.40732,46.46621,67.17961,80.06175,18.74942,17.5939,17.0116,16.6658,16.49981,GALAXY
20.80231,18.90923,18.00565,17.58951,17.29946,4.77205,27.30892,62.76803,92.08609,120.2814,9.993309,70.5815,162.5432,238.7841,314.1063,9.136993,33.33859,84.74591,127.0021,165.7043,20.20955,17.97398,17.05978,16.63062,16.3316,GALAXY
21.3082,20.32682,19.88011,19.74183,19.55229,2.990677,7.399582,11.16623,12.68179,15.0675,25.02484,73.01684,104.3373,121.616,127.5941,7.408086,11.61288,20.3952,27.54222,31.80828,19.03903,17.88474,17.49699,17.31415,17.24715,GALAXY
22.269,21.21244,20.46105,20.15255,19.97391,1.221245,3.271117,6.537848,8.685486,10.18976,1.562158,5.114397,9.256358,13.06701,27.58969,3.571273,4.176881,9.373428,14.12628,17.39048,22.42222,20.83311,20.09344,19.73578,19.11909,GALAXY
20.98316,19.83674,19.33997,19.1274,18.81801,4.038445,11.62193,18.36513,22.33636,29.68427,21.61235,73.36449,131.5023,181.2349,208.2088,9.792655,20.60983,37.01456,54.01993,64.97137,19.22324,17.85959,17.23279,16.89892,16.81349,GALAXY
23.40645,21.20674,19.63136,19.04373,18.70176,0.3887637,3.288366,14.04191,24.12599,33.04303,13.40504,12.87678,55.90359,97.59507,136.0674,1.389822,4.51273,21.66238,38.39127,52.68777,20.70739,19.87698,18.22819,17.62219,17.29116,GALAXY
20.57977,18.79818,17.95843,17.55529,17.20156,5.859254,30.2499,65.55801,95.03473,131.6322,14.63899,80.36531,185.6015,275.8566,359.9809,14.1298,39.96561,96.24283,154.351,192.6306,19.66968,17.76189,16.85472,16.39016,16.11257,QSO
21.51089,19.81587,18.91198,18.43203,18.11055,2.478928,11.84751,27.23955,42.38183,56.97778,10.75107,36.03249,84.03288,133.1196,191.6503,7.754472,18.61746,44.81897,73.87016,99.845,20.04805,18.63385,17.71891,17.23134,16.87043,GALAXY
21.52347,20.19241,19.7417,19.38616,18.90137,2.450188,8.375033,12.68475,17.59916,27.48765,18.15337,50.56783,82.53183,118.3696,154.9064,5.171529,11.4302,22.68454,32.80699,41.163,19.36302,18.30799,17.76702,17.37744,17.15762,GALAXY
21.57138,19.79399,18.939,18.41318,18.11869,2.343714,12.08871,26.56987,43.12403,56.55203,10.08176,39.11714,89.07504,140.9388,197.1262,5.276954,17.90651,44.78366,72.85582,97.00374,20.07687,18.55605,17.67768,17.1983,16.90617,GALAXY
23.90549,21.26653,19.78707,19.12202,18.78439,0.2025109,3.111886,12.16552,22.44728,30.61905,21.16452,15.23449,55.40993,88.06361,138.9178,1.443577,4.088191,19.23235,33.88755,46.00195,20.32086,19.88531,18.25976,17.65054,17.38373,GALAXY
23.86458,21.23609,19.70533,19.15431,18.69802,0.2156775,3.200525,13.11692,21.78941,33.15702,0.5133954,9.171751,41.8815,68.82834,91.10551,1.858372,4.192842,20.74608,37.16611,50.86227,25.3352,20.21844,18.52917,17.92813,17.56278,GALAXY
19.89895,17.93117,17.21996,16.73272,16.31585,10.97363,67.22511,129.4236,202.7277,297.6165,65.32223,325.0115,688.8459,1021.858,1386.017,23.9816,82.21609,204.4501,312.3094,423.9277,18.05084,16.3706,15.49296,15.04379,14.68241,GALAXY
21.10206,19.47044,18.77082,18.3193,17.88306,3.618495,16.28592,31.02171,47.01896,70.26295,18.35559,82.92638,168.4014,232.9508,314.3141,7.307445,20.20787,50.76612,78.46432,106.4768,19.51551,17.90108,17.08142,16.73246,16.492,GALAXY
22.46691,20.91685,19.44413,18.80521,18.37284,1.011932,4.296031,16.68496,30.05388,44.74493,1.02566,15.35493,61.08823,105.5943,153.6741,2.208705,5.269282,24.80404,43.95584,60.23614,25.97597,19.69105,18.12922,17.52105,17.10174,GALAXY
24.45498,20.83127,19.21911,18.58722,18.21469,0.04655333,4.648689,20.52766,36.73696,51.76509,19.67788,18.27343,83.05614,142.911,176.8185,1.293142,6.169521,31.23096,58.23035,83.50093,20.37434,19.33319,17.69082,17.10039,17.04037,GALAXY
19.24211,18.72615,18.71309,18.72977,18.44641,20.0972,32.32497,32.71598,32.21648,41.81199,20.66612,33.46714,34.36407,34.00512,51.67603,13.06268,26.6422,26.89591,28.5228,27.52179,19.24032,18.74669,18.69249,18.68416,18.23429,QSO
20.17072,18.31247,17.46323,17.15022,16.79336,8.542682,47.31632,103.4443,138.0096,191.7117,42.33695,242.5532,505.2942,702.392,926.222,22.90138,68.58459,157.1431,226.2528,295.4521,18.46987,16.66833,15.84292,15.46835,15.1859,GALAXY
20.85421,19.49625,18.59561,18.16609,17.96993,4.548892,15.90325,36.45461,54.14493,64.8592,19.43529,73.14774,155.5816,244.6797,354.2682,9.762755,23.1928,55.83779,85.08594,110.8463,19.24763,17.90735,17.09728,16.62752,16.22955,GALAXY
20.67741,18.8239,18.04219,17.69264,17.28889,5.35474,29.54182,60.69048,83.74155,121.4585,10.25356,65.7486,149.9973,216.905,290.3162,10.47281,34.02011,82.05254,117.093,154.5083,19.88452,18.06108,17.15333,16.74377,16.46414,GALAXY
20.72703,18.93215,18.16713,17.91887,17.53001,5.115191,26.73838,54.09382,67.99063,97.26842,57.10492,233.8693,486.4921,669.4858,992.316,13.90123,38.80775,85.42652,123.0066,160.4626,18.37285,16.7206,15.93707,15.58599,15.27428,GALAXY
20.78063,19.4366,18.6898,18.29799,17.80331,4.868446,16.80154,33.42519,47.95116,75.6194,15.60249,52.86936,123.4239,187.6475,251.104,11.38232,21.96376,50.97425,77.96263,102.627,19.47337,18.24994,17.37532,16.93365,16.61405,GALAXY
20.87389,19.85503,19.16904,18.73897,18.61506,4.467009,11.42772,21.49659,31.94474,35.79223,33.52338,91.94307,144.3226,206.7659,259.7803,9.456256,20.74569,41.22162,65.17209,83.81277,18.7649,17.60986,17.12512,16.72179,16.51261,GALAXY
22.86154,20.37341,19.00392,18.60666,18.16165,0.6894335,7.088702,25.02786,36.08495,54.35743,9.302383,44.83692,163.1319,239.7855,313.8256,3.786673,11.03275,40.1162,65.59325,88.33365,20.26389,18.59312,17.14161,16.70651,16.42928,GALAXY
22.02219,19.82175,18.67307,18.23937,17.98526,1.540213,11.78355,33.94431,50.61123,63.94944,10.78032,28.88089,88.42844,136.9994,182.4719,6.024543,15.53133,48.87769,78.10845,109.3075,20.68829,18.90383,17.71948,17.25697,16.95591,GALAXY
21.72923,20.50797,19.64114,19.23899,18.77432,2.024172,6.262118,13.91592,20.15439,30.90456,14.17742,47.04527,93.64132,140.7018,163.5918,6.720534,12.16975,24.89769,42.17434,53.22868,19.79185,18.39847,17.71696,17.29998,17.17609,GALAXY
21.73384,19.67925,18.425,17.99336,17.69458,2.015512,13.43635,42.6577,63.48235,83.58598,33.10415,50.05453,165.9014,256.9799,351.472,6.043243,19.02196,63.6278,100.4865,148.7786,19.65136,18.2222,16.96546,16.49832,16.12754,GALAXY
21.67649,20.13399,18.97866,18.60086,18.32275,2.125841,8.838117,25.61681,36.27805,46.85902,6.366117,29.00542,81.97994,125.7841,169.8105,6.069054,11.8744,34.78581,54.28076,72.4408,20.72158,18.94869,17.81873,17.36981,17.04897,GALAXY
20.85365,19.10321,18.36292,17.98365,17.58197,4.551227,22.84063,45.16794,64.05258,92.72247,6.123045,38.19246,85.16109,124.9767,167.57,9.135809,26.00907,60.66844,89.03254,118.0765,20.50413,18.59192,17.73479,17.31728,16.98758,GALAXY
19.45664,17.48963,16.55745,16.21172,15.7997,16.49343,100.96,238.2423,327.5764,478.7596,457.0518,1753.286,3290.351,4468.099,5395.23,50.11287,158.1279,384.4102,580.9341,787.0812,16.05859,14.4789,13.75947,13.40681,13.16439,GALAXY
